doanhthuthuan,loinhuangop,loinhuanthuan,loinhuantruocthue
12013117890000.0,1380915215783.0,336968232319.0,316035009775.0
171938536129.0,39519962630.0,7917633568.0,7944485531.0
160661597738.0,49316579815.0,1268228201.0,14313528266.0
935030033556.0,56203659587.0,50738496376.0,50742220842.0
582832152244.0,54958501990.0,36798940.0,3378534748.0
130580579241.0,17040130359.0,2558996328.0,2621598978.0
196514946840.0,23953707527.0,8217532675.0,7985080629.0
3344928808.0,660226346.0,3013337545.0,2703640168.0
169100821994.0,56973642336.0,12916809726.0,13019577466.0
1391432484281.0,58278311838.0,3083911959.0,2953422371.0
8846410510226.0,3337259599769.0,2972638680223.0,2993040316467.0
297775026421.0,60673978291.0,7945130818.0,8346645888.0
630257047112.0,48643779194.0,12825614020.0,15256546991.0
436556738081.0,34764213604.0,7305152185.0,11903791484.0
469074237334.0,48644837791.0,4528645125.0,2755642699.0
164814261304.0,52822521752.0,21520964853.0,21047078775.0
1318129813243.0,461639368474.0,58908261471.0,70902960035.0
1953658075141.0,392853494208.0,224797471089.0,227688734251.0
94444115464.0,28196354603.0,12367355281.0,64399096086.0
1144998079035.0,55294917744.0,29426678376.0,28863927972.0
246634528425.0,190629879383.0,397531622687.0,398923960841.0
170870956519.0,11616598903.0,1153201940.0,915699308.0
718691821370.0,76664449936.0,14316626825.0,7896559574.0
1579725830.0,55834242.0,-970794617.0,-1003472361.0
50615224450.0,2647951665.0,775877300.0,354145677.0
2598730471287.0,185113337338.0,75235049848.0,103139642547.0
4121908336161.3467,610514752463.5018,204607129.0,203892691.0
94883175209.0,5751623092.0,976408901.0,230628345.0
3278584206000.0,1740250562000.0,1130553838000.0,1050935191000.0
40678150961762.0,2990904164029.0,-869531032727.0,-891808997552.0
1970815184553.0,642034738261.0,204368189754.0,205825173664.0
145611540339.0,8840216694.0,-1791024959.0,610658955.0
182779637902.0,488876857.0,-174248760586.0,-127288890722.0
464199961680.0,72865929263.0,28352140710.0,27184379527.0
30179917285921.0,1947864172530.0,1023869923062.0,1516996496660.0
55405735000000.0,610514752463.5018,45551135000000.0,42236138000000.0
1707313801052.0,207722712089.0,30659663955.0,32567833257.0
1357758052581.0,29638969417.0,1046897416.0,1046897416.0
36773560408.0,53151637081.0,57394853801.0,60616224563.0
54937895620.0,6345313772.0,-88547164.0,338795462.0
2811573000000.0,610514752463.5018,1936137000000.0,1131298000000.0
1898039523381.0,317193264009.0,350091916915.0,343834227184.0
6561666425115.0,588476936618.0,162057709291.0,161758049231.0
37098976163.0,4419704581.0,1010420718.0,2168023210.0
644687222815.0,192932934401.0,103069767837.0,105593468819.0
1163383793964.0,77700185509.0,35521596839.0,36863076171.0
8924161549541.0,21702989907.0,-295863412803.0,-261360001862.0
443149371056.0,123913311168.0,59318518114.0,55582655301.0
13250634406791.0,2524333946074.0,1547840590942.0,1497742106338.0
908245631120.0,46005303114.0,3664643021.0,3605640614.0
47312486534.0,15671091729.0,4000506565.0,4286269964.0
462127746032.0,68352089572.0,41859218235.0,75351834320.0
177625193206.0,7632617537.0,-6931269231.0,-5680080988.0
16184024349272.0,3364429372551.0,1329407704959.0,1328466171204.0
7681064352700.0,230091587476.0,407419719540.0,434367032123.0
584114196695.0,170176617669.0,121694078528.0,142860598949.0
1437742951331.0,404430355271.0,130723062328.0,142916601042.0
2489000782722.0,140945427969.0,12166213405.0,12753847514.0
10266648979.0,7450281297.0,941512447.0,1231474596.0
22554602968650.0,13813367936240.0,14299443517504.0,14332852757948.0
681810329515.0,137492313353.0,2910334574.0,2827701632.0
1457086750627.0,134946988713.0,9557936985.0,31266489718.0
819277720976.0,190188247301.0,-102183158734.0,-100525900744.0
17804147615.0,3852955854.0,82476784.0,101869809.0
6742564916029.0,440265130248.0,32423732986.0,61903863603.0
37776526169.0,786116339.0,487342140.0,487342140.0
805020057515.0,94729038180.0,21868092987.0,26624654397.0
26223211992.0,2440945169.0,-18663002620.0,6484491483.0
2756868392556.0,124900417574.0,52164592171.0,50765790110.0
869476126115.0,132210946246.0,22586678354.0,23114686302.0
590361400052.0,105265886409.0,38050506700.0,27079004307.0
1444335000000.0,610514752463.5018,1349080000000.0,703774000000.0
3975852593259.0,821533755603.0,572064479727.0,572183764838.0
1170572089913.0,605270057206.0,437545073633.0,438825343900.0
689777950873.0,60381192575.0,23624721344.0,22852327739.0
472870321901.0,22804458307.0,4170004868.0,29216836713.0
124434586569.0,17390480341.0,30502296718.0,34264726982.0
381114192796.0,87064361035.0,39599370007.0,41359684377.0
2876943464074.0,616366550343.0,256028353966.0,256553679099.0
2719227682602.0,1589020041753.0,921049716357.0,880104992052.0
1915534107117.0,305083677969.0,78865970001.0,78102786600.0
435533916349.0,108593145411.0,97228572362.0,98327715366.0
322046854786.0,139739652855.0,121943934562.0,124372310729.0
1158378432592.0,139138620714.0,68324246458.0,69323768528.0
233265940693.0,173940731573.0,162987659978.0,166267167754.0
1748735062071.0,189327774868.0,13495578027.0,13175245015.0
2503558386331.0,1690332797343.0,825556232231.0,825286243034.0
1330042251352.0,813143277614.0,256266995959.0,256088365005.0
12612944887926.0,882700734313.0,674336340710.0,671816187507.0
93467784692.0,40417074690.0,59915112965.0,60591818022.0
2294452342939.0,257375446863.0,102357666609.0,88256524426.0
9966410000000.0,610514752463.5018,8278781000000.0,6039399000000.0
24531698000000.0,610514752463.5018,14694729000000.0,12720365000000.0
4576289366558.0,100835441494.0,14927300487.0,14936893169.0
488807515091.0,156990103419.0,58030074007.0,55328920346.0
1496581606174.0,40001945586.0,-2985338084.0,786557314.0
1076681931809.0,71190389021.0,-4462040203.0,7063060219.0
4439477098072.0,277074065077.0,-191136313736.0,6261379992.0
793261193442.0,233016962350.0,60595199807.0,60481183498.0
185085686110.0,52353518291.0,13922664951.0,13549223041.0
5576122957488.0,127137894239.0,24689397651.0,417934858749.0
347809193817.0,-10364949776.0,-43917051234.0,-44104510933.0
3137790879280.0,746731695448.0,139927382630.0,141596526143.0
869270360383.0,55235977196.0,38169201341.0,38169202125.0
3426213502971.0,26313882908.0,3594022559.0,3629750638.0
131101428097.0,31742943973.0,-20560066182.0,-20359327376.0
284027777852687.0,17315480477748.0,3700946601691.0,3960150316381.0
8356598448889.0,1910208508644.0,634507816850.0,630182874011.0
1360524438250.0,113031920621.0,-6068850317.0,-5723817810.0
569438793798.0,160267124509.0,58467098883.0,58392217090.0
8331303343827.0,1523168594994.0,102066356966.0,107113897449.0
184947185824.0,-36233285123.0,-96051768424.0,-103272030463.0
2232677430682.0,429149458081.0,372039176860.0,376428582439.0
3371087038356.0,151878369023.0,29017023770.0,28850845768.0
538668435744.0,328089037456.0,269183851915.0,269973885189.0
1867292493415.0,442198382274.0,171270218448.0,173388503136.0
495575643536.0,251056629514.0,136268242908.0,132040097249.0
16750412000000.0,610514752463.5018,13357758000000.0,9004300000000.0
165676939146.0,23443167950.0,31474851874.0,32540769688.0
873018594174.0,194159690056.0,104535803592.0,104147994369.0
3542984597319.0,200350539243.0,77314140020.0,77125214583.0
110203523749.0,27372941304.0,3754213508.0,4560088289.0
142847087541.0,19786068787.0,10349544144.0,10641328456.0
4249378696765.0,569317461494.0,128676333878.0,126688129976.0
517918018543.0,158931443064.0,218409695376.0,219691079074.0
2410586886105.0,61336162810.0,1697635456.0,1801376472.0
213827803788.0,27323478731.0,15782426923.0,19159172243.0
771459885921.0,87721431032.0,37650289879.0,37565401011.0
1537925580058.0,120691118652.0,41482415148.0,39669109007.0
6466470034275.0,1224326284548.0,444923610749.0,471981392616.0
3455603546641.0,141558114666.0,34830361159.0,34621654980.0
1255074124460.0,125247059581.0,106973176120.0,104560209175.0
388062601863.0,111187688142.0,52707483628.0,53823502320.0
526843642104.0,264822896202.0,240776399500.0,242599817945.0
2556153106361.0,71072870816.0,60481347211.0,59539198109.0
1174633846252.0,158555431114.0,39060908547.0,36931504104.0
3596507144729.0,426030312527.0,271091794518.0,279225253542.0
2454115885751.0,393683197664.0,253183428449.0,265098974957.0
393670180890.0,29065163485.0,8457505616.0,8463915098.0
489839849627.0,164740809775.0,79790307124.0,79865591098.0
377831884690.0,10580858001.0,2758749504.0,2013125967.0
1247023214781.0,33261802219.0,-60610516548.0,-61653570940.0
49150095529.0,-170383583.0,217429222.0,210678550.0
99879225052.0,21583142128.0,10242119490.0,10186823487.0
2024673956321.0,296190115188.0,28527102383.0,40102577635.0
170165944457.0,17238993625.0,-734937668.0,756480862.0
3321210000000.0,610514752463.5018,1411691000000.0,1260278000000.0
387378730941.0,30772920570.0,3697620986.0,7819705878.0
112241922650.0,37250560083.0,-8753850512.0,-8420624732.0
961283257564.0,92441151146.0,90340524699.0,90594673183.0
13573523231898.0,1932209293709.0,834528520100.0,850683626312.0
5324411264886.0,3202831011420.0,2091785755757.0,2088324132297.0
1633090518901.0,422511636902.0,491517172731.0,555811315599.0
12535149032218.0,1891123168645.0,1461409719151.0,1496473859659.0
40545434658.0,7654360304.0,999093323.0,1812815880.0
2153284689756.0,694430340705.0,255532216318.0,256144304898.0
233707109417.0,21982255582.0,1274842725.0,789293438.0
4911265972913.0,560372104802.0,119281689339.0,78513586158.0
186100957650.0,29930451992.0,9290807531.0,7626664277.0
6438682469797.0,943618747271.0,140930087418.0,148860037650.0
13496142223703.0,1898080028247.0,738422779520.0,742878358817.0
251595463296.0,108240384792.0,21358582969.0,21323644300.0
3320991190376.0,547975636538.0,276783033326.0,252574860147.0
208040982497.0,53010345711.0,21160641515.0,21058310228.0
2077145548108.0,1106224457004.0,458719153134.0,481449841543.0
3810451106702.0,616662728711.0,339420390829.0,350428386106.0
563129638093.0,133613452087.0,15847819562.0,16380558517.0
908713457134.0,62823125753.0,-64757816790.0,-61160568170.0
503109234914.0,337621478256.0,220698430617.0,220685259006.0
1441314355785.0,880562994651.0,854089521087.0,840013720868.0
800145221381.0,246041599793.0,119760139622.0,116875679920.0
1114792854721.0,54899904448.0,-83484141728.0,-74062704942.0
3040558120766.0,1682760904369.0,664142072044.0,616821449627.0
36188170659291.0,1179277073148.0,213026877479.0,356096458768.0
799116768725.0,-49353563768.0,29975555914.0,33657149240.0
2023426299130.0,861448505319.0,603744828926.0,664209745918.0
23197462651.0,-25899819300.0,-32027479297.0,-31941989297.0
1249495926312.0,118498744470.0,3322941497.0,31591281945.0
919577453402.0,248056555639.0,54922826934.0,54715942396.0
236028065707.0,26366412749.0,-3384930789.0,-1166588029.0
450910060199.0,31190510468.0,13062212407.0,13006652400.0
265229559343.0,14877110510.0,669889583783.0,671621371685.0
268248257399.0,50380127758.0,7519726976.0,-39938994361.0
662330904.0,448412897.0,-1365050082.0,-1372055790.0
629900704992.0,119736265443.0,44051541382.0,44235682608.0
814199531520.0,421369733121.0,332095197966.0,331957503429.0
1362471663319.0,330708552427.0,112506151861.0,110886225996.0
261393684841.0,27594258249.0,9691786180.0,10741783527.0
568538709373.0,44423397221.0,21015404251.0,20749794021.0
2957333044342.0,769941249933.0,143552030732.0,138208828263.0
483168073767.0,281312616831.0,172097248.0,340912582.0
124671550172.0,55060310168.0,-74049931190.0,-74049362132.0
62551409334.0,20401221107.0,3194675955.0,2760616390.0
555393599691.0,27335460470.0,613341383.0,1048147645.0
19135848654890.0,1449098011669.0,392938462936.0,428070236190.0
21045158770378.0,712515105237.0,306498724661.0,386562030631.0
3171234279220.0,455021139594.0,212257632708.0,213464692677.0
102045377000000.0,32424954000000.0,41357323000000.0,40860441000000.0
367858654446.0,225531542016.0,370200996619.0,372303890520.0
1307837430269.0,351108042794.0,241328189584.0,241488890563.0
14946403677.0,7457720279.0,1740995914.0,2146136948.0
757173069910.0,74078499673.0,13565345048.0,13157771692.0
1711849859917.0,263439860649.0,88262716686.0,84538989851.0
107631651286.0,59845268068.0,54081820341.0,54028608156.0
4526932171156.0,99292544804.0,33700296374.0,33376080558.0
5889404018824.0,2376315787993.0,1952415985757.0,1948310411475.0
1579969259142.0,141054933309.0,59897214209.0,57477445986.0
5923525000000.0,610514752463.5018,5157489000000.0,4188417000000.0
11912808556467.0,3514371346760.0,1602492933634.0,1635938296069.0
491919537000.0,-694558344000.0,-939394176000.0,-1280414134000.0
943790939631.0,83845678698.0,1281107823.0,10109206345.0
9465414074279.0,481469074669.0,136375786992.0,175158529011.0
500005871936.0,78792454168.0,15613875675.0,15511896527.0
670180413702.0,291031314098.0,142874482046.0,154687974095.0
96631232919.0,13781604607.0,4061792525.0,1833938247.0
8898445300977.0,1504340090581.0,421445186638.0,228706945827.0
417333864331.0,71568945625.0,29963883667.0,29060865116.0
1663955117694.0,127424074937.0,6245517799.0,5008508206.0
752590897902.0,270847200294.0,209021685347.0,241951922578.0
61782609528445.0,25590176323124.0,11593977638387.0,11599653741335.0
2327701288865.0,610514752463.5018,1640054981792.0,1084890976328.0
686885399725.0,31520937662.0,14032497749.0,13560277750.0
41719645246.0,14940187394.0,4814719950.0,4779020716.0
307927199240.0,30340443929.0,18478991747.0,15888522717.0
714397885666.0,112454140787.0,32101562322.0,37472695388.0
173831241419.0,11308409968.0,-1586139117.0,-991155740.0
49080407000000.0,610514752463.5018,47915324000000.0,20012700000000.0
652577063.0,195834249.0,-19241578365.0,-18308368254.0
490317152826.0,90368004698.0,16081737771.0,17001487751.0
1002138179707.0,186424705802.0,17693243915.0,85669522638.0
3367693196873.0,363270921035.0,211688241939.0,212317654428.0
1362277289608.0,216797192716.0,119854758940.0,280398101037.0
1171901547172.0,50413302276.0,36663393826.0,26023785608.0
143177885523.0,39016937619.0,35109070108.0,46982868456.0
1770162801727.0,179498733733.0,102543292383.0,103918469325.0
58007600000000.0,610514752463.5018,53269569000000.0,31383041000000.0
3205408512601.0,416037145109.0,163732114980.0,164312356037.0
1093033466599.0,446962750535.0,392074871338.0,390824597852.0
12906139000000.0,610514752463.5018,11758895000000.0,7599683000000.0
852499159848.0,89484498266.0,17757828667.0,17882177585.0
4468044989296.0,47783169872.0,-431457428121.0,-415962648986.0
1518231489552.0,494550214141.0,366449453006.0,368096521029.0
319686229615.0,93044741263.0,125370362957.0,124827947226.0
194080618998.0,-39118467379.0,-21431698034.0,-20929517292.0
948124502551.0,245280760248.0,85990089225.0,90813770315.0
622811727724.0,323061248070.0,303082078990.0,303597541875.0
4924717468479.0,630106829422.0,304446774142.0,308153127861.0
1554631031264.0,327662190839.0,77001999672.0,78988360130.0
561464712365.0,218034994172.0,58895187393.0,59018854497.0
4459752853829.0,180017072925.0,-6447777273.0,13435830909.0
238359453631.0,16285791163.0,1613993231.0,2112585489.0
35660063272.0,1333879023.0,1722137118.0,1670033845.0
5951561622567.0,36574993687.0,18446074901.0,90769907991.0
498184992763.0,187213437575.0,100043366947.0,100312772367.0
1953400922993.0,258718866860.0,133847768480.0,137333175331.0
643025047001.0,395313698887.0,356758919941.0,355501935268.0
735748241294.0,72480913105.0,3832245119.0,3552294666.0
737147083321.0,136282647951.0,65186401165.0,64482704402.0
1314524344563.0,332300584221.0,169766600164.0,164893810143.0
98444806927.0,62182753336.0,76647055229.0,75978795530.0
184068834722.0,132336910631.0,114546749612.0,114394456158.0
614478907391.0,250106600558.0,10832973680.0,13834759970.0
2601818179.0,2579403397.0,-18945450209.0,-18945450209.0
10937645849520.0,768122394928.0,314394566267.0,312911095551.0
100163568760.0,90858056281.0,23902793734.0,40596551166.0
820483069668.0,166857128158.0,46571955389.0,45967345363.0
3891067167266.0,435459056212.0,393996282735.0,405610577914.0
5513287344174.0,511923106139.0,177990925160.0,258356507150.0
2660045210.0,-2892674123.0,-184758979570.0,-187575946803.0
114506903956.0,60100819769.0,48659791013.0,48617605189.0
1068089717388.0,16679054284.0,5667030014.0,13369701296.0
10078077470632.0,2083248573194.0,818070992524.0,828633238207.0
341962811289.0,68577086722.0,-34481978083.0,-42832328259.0
287650158554.0,166430689695.0,49697402672.0,54862117404.0
309988216585.0,198694403564.0,63858257390.0,63868367677.0
7206334295379.0,546584652564.0,24396921560.0,23358958315.0
296193414952.0,86727346067.0,75610276808.0,68270487826.0
158129272076.0,18666098115.0,-3360831259.0,-5186421923.0
58714086272.0,9580219674.0,4361211371.0,4479367335.0
7402980225919.0,629119945548.0,15070603914.0,15258069417.0
26254333056966.0,6908144005205.0,5001209170202.0,5915892471321.0
2513465377819.0,332247878996.0,172005510404.0,172181676058.0
1337315365298.0,498585832894.0,433230494927.0,433655583875.0
155896493884.0,30607387115.0,20101112069.0,26247181964.0
496024249089.0,69358529547.0,-635429662.0,220840293158.0
1650630322645.0,86528523236.0,23392898709.0,23722156588.0
4832308663161.0,2161756908589.0,2428563206261.0,2079511820907.0
4121908336161.3467,-16707062010.0,-17145014999.0,-17456673561.0
1006389230537.0,477983342484.0,63445884839.0,227344804177.0
412896892995.0,300927415668.0,168857093433.0,168543782608.0
508484750647.0,30843716150.0,8776017522.0,6205605838.0
76381908143.0,5035737454.0,317874154.0,362713803.0
627336630841.0,141538166326.0,46883905557.0,49792622049.0
329742894573.0,82575544474.0,4149061180.0,4319251891.0
10243064000000.0,610514752463.5018,8988305000000.0,6903842000000.0
2135508954868.0,109722045591.0,101598762548.0,108683537889.0
242336803098.0,153468255677.0,71609563495.0,71902941983.0
255792104003.0,163989607854.0,156785244225.0,157193271840.0
3420009031516.0,76228561446.0,20620046869.0,20285068242.0
937408787887.0,77057432162.0,53388845677.0,53491723905.0
5727409398445.0,320874211247.0,97743141766.0,104274783005.0
1327357195008.0,111832366353.0,14681135040.0,15501053395.0
1303449271732.0,195963018475.0,66723929027.0,67005013378.0
372057657207.0,28787737996.0,19237382452.0,17783712927.0
1444280778883.0,349442170998.0,84398161763.0,85001474438.0
1024325827698.0,101700895590.0,-1861249390.0,3390222099.0
3516782742983.0,284972456676.0,113697860276.0,113767696377.0
1563061385067.0,93127246855.0,17269699836.0,15275679519.0
11908408145250.0,857658115375.0,724675749808.0,722396640745.0
71497768393.0,41810812223.0,19031916622.0,18806060383.0
436101869536.0,15775064616.0,2117406990.0,2335186554.0
46391514376.0,5471568064.0,707420508.0,-975212287.0
4608022401.0,870330298.0,-5186005037.0,1719754475.0
907800792806.0,262866319744.0,181898382982.0,180695707984.0
419054292150.0,82616595128.0,26885074380.0,27005998078.0
5267968058123.0,755171801188.0,290423768281.0,335531682792.0
804254065280.0,75373730503.0,4050684927.0,3811888035.0
1157385009781.0,272385774891.0,163736559843.0,163170139210.0
59872017097.0,40804624738.0,32479831902.0,32914476815.0
66645448308.0,22346936653.0,65976139389.0,15806815361.0
4040767199058.0,35356567870.0,10421548231.0,11329628352.0
455410381350.0,129778356774.0,81434432224.0,82210455703.0
544406057033.0,257615471910.0,225237508769.0,225305941112.0
4650532796701.0,850189411027.0,145465423877.0,159134567401.0
1210252569729.0,161227044748.0,57032669342.0,52394811427.0
71858661874889.0,6966591239887.0,1431550425875.0,1869094088920.0
2938534598760.0,84888407176.0,65561719371.0,65543577817.0
4121908336161.3467,610514752463.5018,689896727788.6925,586855616546.8632
601320560911.0,107426818402.0,177830733223.0,181648338726.0
439780982222.0,262447351280.0,232014627942.0,232164894633.0
786926434334.0,314000884039.0,275372552245.0,277374189284.0
627676641663.0,312659360537.0,290396780417.0,304448873459.0
568833977573.0,23290907052.0,4753679843.0,4981810665.0
35363346994645.0,18063434519271.0,10409598887899.0,10720383962364.0
7190238221888.0,241745860449.0,-36699906291.0,-35934632857.0
1232516020624.0,96032135582.0,31718103571.0,33095671183.0
872556641994.0,15716182697.0,-11164831799.0,-11293831871.0
1798712738981.0,339343208034.0,270238839465.0,269798670133.0
4478140069090.0,134240820220.0,13470329250.0,13308028254.0
11150559393.0,5964319046.0,2772040440.0,2772040440.0
45321189684.0,21310744479.0,17895015943.0,17866745658.0
138855112131387.0,18497549127684.0,13267002948344.0,13693499624192.0
106009186186.0,12625576618.0,4507070577.0,4291194322.0
489300811331.0,23335594827.0,1973945192.0,1953409362.0
1036882045512.0,800754861629.0,785058476680.0,782663648995.0
346321381873.0,154928552035.0,112680038316.0,110701283890.0
423749900407.0,40908098516.0,41879987209.0,41301571871.0
14192696932359.0,1788244853719.0,427115971923.0,422794530291.0
4118788520689.0,619112329819.0,7619213903386.0,7615101904302.0
237782477047.0,35065922891.0,14308384311.0,16005892777.0
57443538554.0,13441719962.0,64746412903.0,64777388604.0
21391226747.0,4214323906.0,-698108988.0,-904722405.0
1014753133557.0,136776180152.0,43516254293.0,39063915231.0
28958565964.0,6239844644.0,4495761113.0,4520328034.0
2096905452640.0,390776981089.0,112480999301.0,111602957195.0
4289376683259.0,739672131760.0,143036753023.0,149090059590.0
1545729303608.0,101110490255.0,17781480925.0,21542851328.0
5195123457122.0,3392262537911.0,2467849404921.0,2451489518457.0
703993977474.0,109683471516.0,63596109836.0,67743899378.0
278961472158.0,63915847020.0,33460072339.0,31424300138.0
777178728893.0,174518656831.0,65066172827.0,63856604004.0
8171292441970.0,464433481945.0,28984366215.0,58018315287.0
1068913129462.0,162727768283.0,71716161857.0,69918529110.0
357793955736.0,61539082595.0,-647842804.0,15889968680.0
119647971540.0,34921296322.0,7714791871.0,11156440413.0
1159749748897.0,237293539795.0,109247725034.0,139493234904.0
2814721287236.0,238306264606.0,19601201868.0,24612379071.0
9288059307546.0,1740854904747.0,914382085719.0,932236957587.0
1131861293497.0,293242580106.0,95488833610.0,95552082136.0
175408000.0,-80183000.0,-500190575.0,-887317164.0
4121908336161.3467,610514752463.5018,-35383106666.0,-35911291089.0
3821515529003.0,55508505420.0,21155452826.0,12152037143.0
140990451318.0,21897862411.0,91122150.0,3747824070.0
1647088311259.0,97750913900.0,28951169826.0,30168286529.0
38218883913.0,3694376912.0,-2373112879.0,-1951299293.0
78642081396.0,10188701255.0,398703006.0,338226893.0
14148701007.0,1155501882.0,-31540816409.0,-32328604526.0
1182125636807.0,165567756605.0,98232590079.0,100942192575.0
1181020350133.0,104173072319.0,45497899748.0,42587481209.0
17003175426399.0,2805370996764.0,1783734003716.0,3126238908700.0
371273712661.0,166139010364.0,615976623.0,-38096098498.0
278942730988.0,218751818737.0,156088310621.0,156088310621.0
564732021223.0,293216534711.0,98080526507.0,93328027466.0
309827146588.0,32708488649.0,-6636221641.0,6284158251.0
1007950534867.0,-460171438.0,-79316768680.0,7502733237.0
217957757303.0,64390399949.0,6461965274.0,6810241351.0
20197063207.0,-18647752034.0,-29821097377.0,-28591853650.0
1726061598246.0,179938097397.0,71034454048.0,69071046151.0
298751951743.0,19505099535.0,30532824226.0,11199296844.0
600920592050.0,122902679971.0,93099739180.0,99774723944.0
1276533477712.0,119492412671.0,18616070319.0,17293373894.0
2630406446317.0,515705166597.0,189862222254.0,197030001681.0
27794702000000.0,610514752463.5018,22612156000000.0,21005871000000.0
704503127877.0,319291283721.0,167931166746.0,167464619789.0
810799562100.0,161569340713.0,68483277043.0,69989789743.0
149000069681.0,65176986814.0,59343575703.0,59115945920.0
202066527362.0,15313442743.0,501250491.0,6866509135.0
725315382400.0,69394849742.0,8457595203.0,9152679450.0
4121908336161.3467,610514752463.5018,689896727788.6925,586855616546.8632
1658838000000.0,610514752463.5018,857430000000.0,420837000000.0
66094933378.0,29241905559.0,15925632923.0,15664888119.0
4080612387842.0,178386002394.0,22315673362.0,19571543518.0
236597152008.0,48560993894.0,6144695730.0,6231363631.0
4931863377.0,52117872.0,404854831.0,3640040701.0
778204015411.0,171063634078.0,92844000023.0,95029383842.0
1118665972237.0,426367956271.0,131890601924.0,131513906607.0
1149510094552.0,809565053200.0,344445322188.0,343792284649.0
3145293534178.0,81267608233.0,24032171902.0,24001932511.0
126572357622.0,13839397047.0,-47933238895.0,-48253682287.0
586228643980.0,313785191076.0,262534233920.0,265467689342.0
7118614609836.0,259859352899.0,51291866729.0,70588306384.0
27334230002.0,7434057694.0,365888716.0,1186737072.0
73782587114.0,7388711824.0,2638157175.0,3049577737.0
3577129672372.0,545088016869.0,353049366721.0,343022426438.0
1629125227359.0,133233448330.0,57890479910.0,64905543676.0
198338997510.0,106553831259.0,93797205345.0,94378389527.0
1293252290335.0,681468916200.0,264035620882.0,263986114877.0
734110258096.0,423507529187.0,251916262450.0,245400833695.0
119299308527.0,52062204121.0,22869054506.0,27387695380.0
1569304931460.0,275094119442.0,4614220131.0,10580328421.0
156696160287.0,87327452970.0,73439660330.0,73502767465.0
268478280835.0,40268955810.0,40543397793.0,56107565136.0
2188112421848.0,-1539130308.0,-144582425228.0,-150442421215.0
488191875766.0,161926754142.0,133536981591.0,126363540424.0
535069458414.0,78057354626.0,60804415045.0,60770595613.0
33759276317811.0,6765534957795.0,3569408615313.0,3615941969157.0
38607393291.0,-5142402494.0,-38204243840.0,-39499312109.0
626831909349.0,61936577451.0,8988888916.0,11391634265.0
1600198920305.0,245032675233.0,374082228013.0,377353175352.0
294480746178.0,31339568657.0,15895448251.0,16150566951.0
24949912816511.0,1764558925381.0,196717797544.0,230441451979.0
1006914104566.0,143797361113.0,124198054487.0,116698244618.0
